,date,name,open,high,low,close,volume,marketCap,daily_weighted_sentiment,comment_volume,BTC_trends,gold_spot,gspc_spot,ndx_spot
120,2025-03-17,2781,82576.3342781945,84725.3259819035,82492.1525372132,84075.6886968797,25092785558.06,1667916832027.95,-0.4445534785362807,51.0,41.0,3000.0,5675.120117,19812.24023
119,2025-03-18,2781,84075.7156723962,84075.7156723962,81179.9901632846,82718.5023176431,24095774593.8,1641034534667.84,-0.0618895790853553,49.0,41.0,3035.100098,5614.660156,19483.35938
118,2025-03-19,2781,82718.8042584539,87021.1858054925,82569.7268946267,86854.2259604391,34931960257.28,1723489026417.42,-0.3431603707309462,28.0,41.0,3035.899902,5675.290039,19736.66016
117,2025-03-20,2781,86872.9533018947,87443.2677695942,83647.1939665022,84167.1934043364,29028988960.57,1669793971945.76,-0.0126378089040368,77.0,41.0,3040.0,5662.890137,19677.60938
116,2025-03-21,2781,84164.5425239259,84782.27165102,83171.0697216811,84043.245182099,19030452299.43,1667338686341.68,-0.0024979762191879,19.0,41.0,3018.199951,5667.560059,19753.9707
115,2025-03-22,2781,84046.2582881817,84513.8724239979,83674.78082322,83832.4875518333,9863214090.93,1663232978817.3,-0.072155990098652,18.0,41.0,3018.199951,5667.560059,19753.9707
114,2025-03-23,2781,83831.9005141602,86094.7800776054,83794.9106561252,86054.3718630108,12594615536.53,1707315972975.48,-0.6746683718548463,30.0,35.0,3018.199951,5667.560059,19753.9707
113,2025-03-24,2781,86070.9281111585,88758.7296368342,85541.1981001687,87498.9124102767,34582604932.53,1736502001565.25,-0.0033509198576211,17.0,35.0,3013.100098,5767.569824,20180.44922
112,2025-03-25,2781,87512.8194407259,88542.3946728374,86346.0788966631,87471.7030479404,30005840048.56,1735384354257.58,-0.2108987969724554,27.0,35.0,3023.699951,5776.649902,20287.83008
111,2025-03-26,2781,87460.2366697949,88292.156901437,85861.455394714,86900.8855432885,26704046037.95,1724236156701.27,0.1165810761334409,51.0,35.0,3020.899902,5712.200195,19916.99023
110,2025-03-27,2781,86896.2548762212,87786.723395316,85837.9337014745,87177.1021055135,24413471940.5,1730010857472.35,0.0018279658813102,33.0,35.0,3060.199951,5693.310059,19798.61914
109,2025-03-28,2781,87185.2346771071,87489.8612148241,83557.6424644235,84353.1510125816,34198619509.07,1673833438274.29,-0.0104119520151638,37.0,35.0,3086.5,5580.939941,19281.40039
108,2025-03-29,2781,84352.0727262958,84567.3321457268,81634.1413054795,82597.5843388613,16969396135.15,1639041071993.37,-0.2499513780712185,22.0,35.0,3086.5,5580.939941,19281.40039
107,2025-03-30,2781,82596.9832343092,83505.0029320693,81573.2470657633,82334.5226969202,14763760943.16,1633897839688.31,-0.4730857372283935,4.0,42.0,3086.5,5580.939941,19281.40039
106,2025-03-31,2781,82336.0593457524,83870.1213490621,81293.8885609204,82548.9109608694,29004228246.6,1638221363683.2,-0.3422214950941786,56.0,42.0,3122.800049,5611.850098,19278.44922
105,2025-04-01,2781,82551.9187292547,85487.3661226658,82429.3619929085,85169.1695887702,28175650319.38,1690423576120.2,-0.3738561039305106,45.0,42.0,3118.899902,5633.069824,19436.41992
104,2025-04-02,2781,85180.6130399194,88466.9569585923,82343.5391072756,82485.7083713044,47584398470.45,1637022453253.18,0.0587238931655883,9.0,42.0,3139.899902,5670.970215,19581.7793
103,2025-04-03,2781,82487.4764239047,83909.2983654795,81282.0978627491,83102.8282065402,36852112079.93,1649221222254.52,-0.2174615591446921,33.0,42.0,3097.0,5396.52002,18521.4707
102,2025-04-04,2781,83100.2474409798,84696.1462638178,81670.7487703545,83843.8048731047,45157640206.84,1664044793034.85,-0.5489426475480172,56.0,42.0,3012.0,5074.080078,17397.69922
101,2025-04-05,2781,83844.6996629091,84207.0193621592,82377.7358642744,83504.8001720546,14380803630.57,1657340895729.22,-0.5978168872116649,43.0,42.0,3012.0,5074.080078,17397.69922
100,2025-04-06,2781,83504.5071163801,83704.7177864194,77097.7409017465,78214.4808171041,36294853735.96,1552514022964.74,-0.5629279921625617,43.0,55.0,3012.0,5074.080078,17397.69922
99,2025-04-07,2781,78221.3331336497,81119.0644210414,74436.6791009452,79235.333132174,91262424987.16,1572341577872.51,-0.4273293716608038,38.0,55.0,2951.300049,5062.25,17430.67969
98,2025-04-08,2781,79218.4738597791,80823.8881213157,76198.022280574,76271.9501747134,48314590748.66,1513925781250.1,-0.232663423654241,66.0,55.0,2968.399902,4982.77002,17090.40039
97,2025-04-09,2781,76273.5617005576,83541.0002548722,74589.6727070598,82573.9511277008,84213627037.89,1638855824943.54,-0.2499302557451808,34.0,55.0,3056.5,5456.899902,19145.06055
96,2025-04-10,2781,82565.9744525521,82700.9320641928,78456.1337477737,79626.1414360505,44718000633.05,1580516596818.75,-0.0258825521252624,44.0,55.0,3155.199951,5268.049805,18343.57031
95,2025-04-11,2781,79625.0481407205,84247.4736492697,78936.3205689461,83404.8398063772,41656778779.2,1655577243580.95,-0.356393454682921,19.0,55.0,3222.199951,5363.359863,18690.05078
94,2025-04-12,2781,83404.516993045,85856.1878699008,82769.3778925434,85287.1132768994,24258059103.94,1692832369410.95,0.0535908063252766,15.0,55.0,3222.199951,5363.359863,18690.05078
93,2025-04-13,2781,85279.4705343828,86015.1858492691,83027.0042626966,83684.9790281051,28796984817.37,1661414206575.85,-0.5733494017707947,17.0,31.0,3222.199951,5363.359863,18690.05078
92,2025-04-14,2781,83694.5232732834,85784.9977272972,83690.6369469088,84542.3912826737,34090769777.17,1678232271828.09,-0.1031847232347959,19.0,31.0,3204.800049,5405.970215,18796.01953
91,2025-04-15,2781,84539.692784981,86429.3484786375,83598.818421582,83668.9893302616,28040322884.75,1661094846850.74,0.1842298164446131,35.0,31.0,3218.699951,5396.629883,18830.23047
90,2025-04-16,2781,83674.5110786453,85428.2824096212,83100.617930143,84033.865416481,29617804112.22,1668203892788.15,-0.6133236469557652,25.0,31.0,3326.600098,5275.700195,18257.64063
89,2025-04-17,2781,84030.672926765,85449.067655591,83749.7530202011,84895.7514392675,21276866029.01,1685506773681.22,-0.7348193410155061,11.0,31.0,3308.699951,5282.700195,18258.08984
88,2025-04-18,2781,84900.1913574227,85095.0494426195,84298.8832048904,84450.8070773412,12728372364.23,1676621539019.95,0.0548777370290322,17.0,31.0,3308.699951,5282.700195,18258.08984
87,2025-04-19,2781,84450.8703334615,85597.7037392458,84353.4578154094,85063.4130568411,15259300427.02,1688872213416.23,-0.3600598619979562,16.0,31.0,3308.699951,5282.700195,18258.08984
86,2025-04-20,2781,85066.068869856,85306.3812568669,83976.8458492975,85174.3016291611,14664050811.93,1690999727673.35,-0.0633759341477168,16.0,38.0,3308.699951,5282.700195,18258.08984
85,2025-04-21,2781,85171.5427512029,88460.0961714718,85143.8377085489,87518.9050346999,41396190189.88,1737698002466.93,-0.0518199166460851,55.0,38.0,3406.199951,5158.200195,17808.30078
84,2025-04-22,2781,87521.8711734663,93817.3837912219,87084.529413867,93441.8933475575,55899038455.73,1854997709159.84,-0.0120961174838971,28.0,38.0,3400.800049,5287.759766,18276.41016
83,2025-04-23,2781,93427.5858085506,94535.7320718952,91962.9581822579,93699.1131760367,41719568820.85,1860287631188.0,0.3465112312273545,12.0,38.0,3276.300049,5375.859863,18693.25977
82,2025-04-24,2781,93692.3959519458,94016.19442848,91696.7141140385,93943.7934161249,31483175315.4,1865529089320.75,0.2218955852768638,32.0,38.0,3332.0,5484.77002,19214.40039
81,2025-04-25,2781,93954.249819661,95768.3924669559,92898.5930911719,94720.4980175858,40915232363.91,1880786784724.34,0.0,4.0,38.0,3282.399902,5525.209961,19432.56055
80,2025-04-26,2781,94714.6463714469,95251.3594381245,93927.2506283557,94646.928111682,17612825123.36,1879642011224.54,0.2834944157895436,32.0,38.0,3282.399902,5525.209961,19432.56055
79,2025-04-27,2781,94660.9092081124,95301.2063769868,93665.3973569293,93754.846738124,18090367763.89,1861696344787.47,-0.1803092381606832,50.0,33.0,3282.399902,5525.209961,19432.56055
78,2025-04-28,2781,93755.3036053418,95598.492236527,92860.808221058,94978.7525036375,32363449569.16,1886098133222.49,0.1863144271746631,38.0,33.0,3332.5,5528.75,19427.28906
77,2025-04-29,2781,94981.8613835771,95485.4128200751,93796.6342233736,94284.7916281156,25806129920.72,1872332680247.73,0.026149036385682,27.0,33.0,3318.800049,5560.830078,19544.94922
76,2025-04-30,2781,94286.4686573453,95249.319407173,92979.639627542,94207.311297523,28344679831.08,1870909932833.95,-0.0546273978443038,30.0,33.0,3305.0,5569.060059,19571.01953
75,2025-05-01,2781,94212.8628771738,97437.9638787913,94153.6338815343,96492.3390492363,32875889623.44,1916269083424.81,0.064457662060075,31.0,33.0,3210.0,5604.140137,19786.71094
74,2025-05-02,2781,96494.9691901396,97905.9008135535,96375.9461133598,96910.0685777286,26421924676.66,1924452398321.14,-0.4365954040133027,40.0,33.0,3231.899902,5686.669922,20102.60938
73,2025-05-03,2781,96904.6347353242,96943.8818152762,95821.2909183689,95891.7980343153,15775154888.97,1904096908523.72,0.2143575750020316,49.0,33.0,3231.899902,5686.669922,20102.60938
72,2025-05-04,2781,95877.1841802496,96318.9198205634,94173.4322400329,94315.9748890489,18198688416.06,1873204156311.45,0.2409113124012947,7.0,40.0,3231.899902,5686.669922,20102.60938
71,2025-05-05,2781,94319.5628677338,95193.1862006466,93566.2638409303,94748.0514753733,25816260327.41,1881770981023.73,-0.5172439217567444,1.0,40.0,3311.300049,5650.379883,19967.93945
70,2025-05-06,2781,94748.3862881353,96889.1762342253,93399.8589076862,96802.4775637596,26551275826.73,1922564634928.08,0.0040120074915331,17.0,40.0,3411.399902,5606.910156,19791.34961
69,2025-05-07,2781,96800.1944965502,97625.8053447067,95829.3320669444,97032.3189665813,76983822461.78,1927258114966.34,0.0,16.0,40.0,3381.399902,5631.279785,19867.9707
68,2025-05-08,2781,97034.2468888418,103969.5364903529,96913.8723974176,103241.4608298014,69895404396.74,2050549647765.61,0.5150775077428484,81.0,40.0,3296.600098,5663.939941,20063.56055
67,2025-05-09,2781,103239.1251639039,104297.4909082449,102343.0903303267,102970.8497440325,58198593958.12,2045331412613.67,-0.0515144449508118,20.0,40.0,3335.399902,5659.910156,20061.44922
66,2025-05-10,2781,102973.7142276973,104961.7643910694,102830.4816230377,104696.3272911721,42276713994.21,2079681907129.59,-0.1454835028240555,18.0,40.0,3335.399902,5659.910156,20061.44922
65,2025-05-11,2781,104701.072596459,104937.9892452482,103364.7397538321,104106.3555262647,46285517406.46,2067926988011.64,-0.3376264067277847,17.0,39.0,3335.399902,5659.910156,20061.44922
64,2025-05-12,2781,104106.9627066245,105747.4520683764,100814.4025733277,102812.953251549,63250475404.07,2042262518124.06,-0.324248663166113,21.0,39.0,3220.0,5844.189941,20868.15039
63,2025-05-13,2781,102812.4924643175,104997.4205859007,101515.092861187,104169.8128818504,52608876410.39,2069217464299.17,-0.0573420119840045,81.0,39.0,3240.300049,5886.549805,21197.69922
62,2025-05-14,2781,104167.325600448,104303.5651682622,102618.2973552737,103539.4170891327,45956071154.97,2056779928150.06,0.067932377280464,28.0,39.0,3181.399902,5892.580078,21319.21094
61,2025-05-15,2781,103538.825684185,104153.6198773439,101440.8124638765,103744.6435805224,50408241840.21,2060734306805.03,0.0564651194893809,53.0,39.0,3220.699951,5916.930176,21335.82031
60,2025-05-16,2781,103735.6550633715,104533.4866510729,103137.4787374947,103489.29171157,44386499364.19,2055844752493.61,0.0008978034219434,24.0,39.0,3182.0,5958.379883,21427.93945
59,2025-05-17,2781,103489.2897356949,103716.9489881669,102659.1770813014,103191.0854776988,37898552742.49,2049838797922.8,0.0,2.0,39.0,3182.0,5958.379883,21427.93945
58,2025-05-18,2781,103186.9556358247,106597.1681343974,103142.6045787782,106446.0105544264,49887082058.37,2114273396994.7,-0.0031409713176151,69.0,48.0,3182.0,5958.379883,21427.93945
57,2025-05-19,2781,106430.5327027544,107068.7223682781,102112.6854600726,105606.1814675408,61761126647.23,2098071217513.42,0.0183440958029954,29.0,48.0,3228.899902,5963.600098,21447.05078
56,2025-05-20,2781,105605.4091445749,107307.1139351273,104206.5157781555,106791.0896617118,36515726122.09,2121681311978.18,-0.0639803555281516,32.0,48.0,3280.300049,5940.459961,21367.36914
55,2025-05-21,2781,106791.3124236974,110724.4641814568,106127.2345983214,109678.0763095368,78086364051.2,2178990523382.01,-0.0226852302746996,40.0,48.0,3309.300049,5844.609863,21080.35938
54,2025-05-22,2781,109673.4918561923,111970.1681100799,109285.0723887112,111673.2840187451,70157575642.18,2218898497873.57,0.1010390122731526,25.0,48.0,3292.300049,5842.009766,21112.4707
53,2025-05-23,2781,111679.356260285,111798.9038726132,106841.301245188,107287.7967068221,67548133399.04,2131510862104.81,0.0,18.0,48.0,3363.600098,5802.819824,20915.66016
52,2025-05-24,2781,107278.5069779142,109454.5211792546,106895.2910814217,107791.1575412359,45903627162.57,2141965387828.07,0.0476047447617189,33.0,48.0,3363.600098,5802.819824,20915.66016
51,2025-05-25,2781,107802.2721295453,109313.3015279185,106683.372464366,109035.3870327308,47518041840.84,2166289174480.45,-0.3019494449210044,33.0,36.0,3363.600098,5802.819824,20915.66016
50,2025-05-26,2781,109023.7783282035,110376.8814726695,108735.6419218036,109440.3683582281,45950461570.55,2174618146067.49,-0.0032508154128475,28.0,36.0,3363.600098,5802.819824,20915.66016
49,2025-05-27,2781,109440.4094780203,110744.2078440242,107609.556733003,108994.6421508192,57450176271.9,2165759917665.08,-0.0018707879110883,76.0,36.0,3299.100098,5921.540039,21414.99023
48,2025-05-28,2781,108992.1725114153,109298.2886215052,106812.9299478466,107802.3245360646,49155377492.62,2142032300750.99,0.0039899929921398,97.0,36.0,3293.600098,5888.549805,21318.16992
47,2025-05-29,2781,107795.570582287,108910.0492110121,105374.3999013103,105641.7606983795,56022752042.28,2099378937278.93,0.0104409189221996,70.0,36.0,3317.100098,5912.169922,21363.94922
46,2025-05-30,2781,105646.207725502,106308.9485222422,103685.7882735482,103998.5722406304,57655287183.41,2066610850556.38,0.0167284317266954,57.0,36.0,3288.899902,5911.689941,21340.99023
45,2025-05-31,2781,103994.7151757602,104927.1045928867,103136.1134508832,104638.0912550028,38997843858.47,2079433767578.83,-0.0088808607246916,22.0,36.0,3288.899902,5911.689941,21340.99023
44,2025-06-01,2781,104637.296686896,105884.5442886983,103826.9555619665,105652.0985625249,37397056873.12,2099597472488.37,0.0121139745946151,26.0,33.0,3288.899902,5911.689941,21340.99023
43,2025-06-02,2781,105649.8096322775,105958.313362378,103727.5470740869,105881.5339020309,45819706290.18,2104387814851.39,-0.0120922597971829,6.0,33.0,3370.600098,5935.939941,21491.75
42,2025-06-03,2781,105888.473534717,106813.5790312666,104920.8441383086,105432.4700666072,46196508367.02,2095409805425.64,-0.0307216436966605,9.0,33.0,3350.199951,5970.370117,21662.58008
41,2025-06-04,2781,105434.3683148127,105997.6923423159,104232.6999497597,104731.9832551475,44544857105.32,2081863721656.37,0.0027936465443579,80.0,33.0,3373.5,5970.810059,21721.91992
40,2025-06-05,2781,104750.7800547679,105936.6901732138,100436.8859125027,101575.9523061866,57479298399.76,2018776223605.26,-0.1128940598902214,62.0,33.0,3350.699951,5939.299805,21547.42969
39,2025-06-06,2781,101574.3670737617,105376.77341111,101169.5724370532,104390.3469384754,48856653697.18,2074795695700.74,-0.0205022671551295,52.0,33.0,3322.699951,6000.359863,21761.78906
38,2025-06-07,2781,104390.644796748,105972.7540876929,103987.3117931851,105615.6263094638,38365033775.84,2099226790870.69,0.0654107278818397,46.0,33.0,3322.699951,6000.359863,21761.78906
37,2025-06-08,2781,105617.5094444598,106497.05984532,105075.3305195304,105793.6502275275,36626232327.83,2102766527055.86,0.0087122298329254,34.0,35.0,3322.699951,6000.359863,21761.78906
36,2025-06-09,2781,105793.0211746812,110561.4198181253,105400.2308957897,110294.0991055733,55903193732.46,2192310434433.03,-0.0300154763359378,91.0,35.0,3332.100098,6005.879883,21797.86914
35,2025-06-10,2781,110295.6876534883,110380.1214464524,108367.7134325946,110257.2377123657,54700101508.91,2191694012366.24,-0.0549348899081272,58.0,35.0,3320.899902,6038.810059,21941.91992
34,2025-06-11,2781,110261.7962567653,110384.2209621744,108086.3279190751,108686.6276821388,50842662052.1,2160417335559.55,-0.0238160512848094,53.0,35.0,3321.300049,6022.240234,21860.80078
33,2025-06-12,2781,108685.9104296005,108780.697441616,105785.6887363855,105929.0512627296,54843867967.5,2105569011167.09,0.7067652216011827,14.0,35.0,3380.899902,6045.259766,21913.32031
32,2025-06-13,2781,105924.5905607751,106182.5459776617,102822.0258041497,106090.9663946604,69550440845.69,2109216518327.68,0.0,22.0,35.0,3431.199951,5976.970215,21631.03906
31,2025-06-14,2781,106108.0852363253,106203.7560198122,104379.3652320161,105472.4086528859,38007870452.64,2096430090986.37,-0.0142898568616548,47.0,35.0,3431.199951,5976.970215,21631.03906
30,2025-06-15,2781,105464.8400737681,106157.0983542815,104519.8801972826,105552.026954677,36744307741.93,2098234075783.26,-0.0196494255735863,71.0,32.0,3431.199951,5976.970215,21631.03906
29,2025-06-16,2781,105555.5929058888,108915.3756027871,104997.6212495874,106796.7571986886,50366626944.57,2122853535351.76,-0.0107157771194822,62.0,32.0,3396.399902,6033.109863,21937.57031
28,2025-06-17,2781,106794.1209051091,107750.1941239939,103396.5280482188,104601.1168292626,55964092175.52,2079279920319.98,-0.1148426683203688,37.0,32.0,3386.600098,5982.720215,21719.08008
27,2025-06-18,2781,104602.0686346703,105581.8531131804,103602.2618360189,104883.3269261613,47318089133.08,2085154632114.4,-0.3392036142841421,20.0,32.0,3389.800049,5980.870117,21719.68945
26,2025-06-19,2781,104886.7743015772,105250.8922654193,103940.7751831629,104684.2859524538,37333806919.54,2081173353267.23,0.0131796204942515,48.0,32.0,3389.800049,5980.870117,21719.68945
25,2025-06-20,2781,104681.0330431643,106539.3839084926,102372.2110017634,103309.6041245223,50951862476.19,2054066111075.51,-0.3564225438074256,49.0,32.0,3368.100098,5967.839844,21626.39063
24,2025-06-21,2781,103315.0806380194,104015.780111655,100973.0641889568,102257.4086896794,38360555117.77,2032178962104.98,0.2407708168029785,2.0,32.0,3368.100098,5967.839844,21626.39063
23,2025-06-22,2781,102212.0348852842,103351.6304109104,98286.2059304254,100987.1395190547,65536997200.85,2007868285979.24,-0.4148769685200282,15.0,37.0,3368.100098,5967.839844,21626.39063
22,2025-06-23,2781,100987.4731095285,106116.8623483601,99705.747002114,105577.7720315477,65237759656.41,2099045443832.7,0.1726458933442197,33.0,37.0,3377.699951,6025.169922,21856.33008
21,2025-06-24,2781,105571.5177648119,106316.8285778167,104740.2420956876,106045.6320954752,48822986421.13,2108544440918.06,0.0,6.0,37.0,3317.399902,6092.180176,22190.51953
20,2025-06-25,2781,106047.4031667322,108168.4002753518,105881.3893636784,107361.260804055,51624120283.34,2134992217054.6,-0.0392027837161929,39.0,37.0,3327.100098,6092.160156,22237.74023
19,2025-06-26,2781,107375.0706392033,108305.543038463,106666.3497715369,106960.0032689962,43891990612.71,2126689663377.11,-0.2116743986008098,15.0,37.0,3333.5,6141.02002,22447.28906
18,2025-06-27,2781,106954.9233313544,107772.4715121679,106449.9941431739,107088.4302288312,45353692674.51,2129424241709.23,0.1526700975644241,41.0,37.0,3273.699951,6173.069824,22534.19922
17,2025-06-28,2781,107090.5488566638,107567.8815771331,106883.9732809725,107327.7031808139,30037708334.64,2134192283383.46,-0.0024360702607664,40.0,37.0,3273.699951,6173.069824,22534.19922
16,2025-06-29,2781,107327.8224263488,108526.3070408953,107230.1105251328,108385.5700884473,35534874438.25,2155239518940.18,0.3768586346710896,35.0,32.0,3273.699951,6173.069824,22534.19922
15,2025-06-30,2781,108383.4411795601,108798.7919147742,106759.6503268975,107135.3345105601,42064804589.76,2130649407200.56,-0.0558733639443332,23.0,32.0,3294.399902,6204.950195,22679.00977
14,2025-07-01,2781,107144.3826437445,107550.6786944617,105270.2266043534,105698.2781440006,44110692246.89,2102033618558.69,-0.7666330154125507,10.0,32.0,3336.699951,6198.009766,22478.13086
13,2025-07-02,2781,105703.0998551802,109763.6535179963,105157.39559599,108859.3238682359,56248657736.96,2164564307569.28,-0.0907180280059425,41.0,32.0,3348.0,6227.419922,22641.89063
12,2025-07-03,2781,108845.0128550604,110541.4615672827,108605.7956428519,109647.97877391,50494742269.78,2180339952810.43,-0.0803458063460108,22.0,32.0,3331.600098,6279.350098,22866.9707
11,2025-07-04,2781,109635.6551974521,109751.9874559142,107296.3800299472,108034.3390499008,42616442655.9,2148181204989.38,-0.0001114609984859,34.0,32.0,3332.5,6279.350098,22866.9707
10,2025-07-05,2781,108015.8392263224,108381.3401614263,107842.275057062,108231.1819901941,30615537519.57,2152514555350.06,0.4441759532530978,27.0,32.0,3332.5,6279.350098,22866.9707
9,2025-07-06,2781,108231.1838329827,109731.6259445986,107847.0171588084,109232.0697345571,36746020463.25,2172541130547.62,0.0005537631414813,51.0,45.0,3332.5,6279.350098,22866.9707
8,2025-07-07,2781,109235.3279895239,109710.249827483,107527.0572095148,108299.851087593,45415696597.48,2153955280582.39,-0.3160639182622388,22.0,45.0,3332.199951,6229.97998,22685.57031
7,2025-07-08,2781,108298.2289745801,109198.9716164064,107499.5564675773,108950.2755431898,44282204126.95,2166970209725.65,0.024496132929482,73.0,45.0,3307.0,6225.52002,22702.25
6,2025-07-09,2781,108950.2755431898,111925.3769468279,108357.6820315167,111326.5512690552,57927418064.83,2214343274520.85,0.048492351770401,21.0,45.0,3311.600098,6263.259766,22864.91016
5,2025-07-10,2781,111329.1959809476,116608.7846761286,110660.749453081,115987.206196845,95911605727.89,2307032090295.36,0.5254581022633521,75.0,45.0,3317.399902,6280.459961,22829.25977
4,2025-07-11,2781,115986.2347970836,118856.4737392894,115245.6863485712,117516.9936684245,86928361084.93,2337810344520.96,0.1781562097833999,84.0,45.0,3356.0,6259.75,22780.59961
3,2025-07-12,2781,117530.7128957262,118219.9000427407,116977.0236976189,117435.2300531511,45524560304.01,2335905558930.53,-0.5398312801793856,91.0,45.0,3356.0,6259.75,22780.59961
2,2025-07-13,2781,117432.2008458641,119449.5719060133,117265.4378645473,119116.1175492467,49021091807.15,2369444812889.26,-0.4362950132801306,76.0,53.0,3356.0,6259.75,22780.59961
1,2025-07-14,2781,119115.7875096413,123091.612801368,118959.1967856346,119849.7057203147,181746419401.06,2384182852789.83,-0.1573483047840735,138.0,53.0,3351.5,6268.560059,22855.63086
0,2025-07-15,2781,119853.8484758277,119935.5604084972,115765.6867265961,117777.1889947756,98321661180.6,2342931256280.44,-0.2120007236311041,46.0,53.0,3329.800049,6243.759766,22884.58984
